Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,body_threshold
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10000.0,0.0,46.85326372419467,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0001
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10000.0,0.0,46.85326372419467,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0002
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10191.068291341127,1.910682913411281,46.85326372419467,7.503530541074389,1.1912605508929912,1.8032372021134973,217 days 22:15:00,1,1,0,0.0,100.0,38.25187192649384,38.25187192649384,38.25187192649384,,78 days 22:45:00,,inf,191.0682913411281,1.0563424796165903,1.192275103032508,1.0335592579488377,1.4951294639623753,0.00030000000000000003
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10208.543531998477,2.0854353199847764,46.85326372419467,7.503530541074389,2.227861132525651,1.8032372021134973,217 days 22:15:00,2,2,0,0.0,100.0,38.25187192649384,3.432950383203617,20.842411154848726,,41 days 10:37:30,,inf,104.27176599923881,1.144224433502853,1.301460525682174,1.0356680852372855,1.6200770994115226,0.0004
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10078.650138724903,0.7865013872490324,46.85326372419467,6.343939427825088,4.084668842815352,1.5245660055074484,217 days 22:15:00,4,4,0,0.0,75.0,15.40391701665035,-5.761214421419983,7.172457245813106,-5.761214421419983,27 days 11:45:00,13 days 03:30:00,3.7294078310920384,19.66253468122582,0.5181796210061234,0.5800883106847338,1.0149786552786435,0.7273257130131326,0.0005
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10366.612035964918,3.6661203596491783,46.85326372419467,8.058217171402257,6.419077164262194,1.9365386609197093,205 days 03:00:00,6,6,0,0.0,83.33333333333334,49.351272697366134,-5.359941130257815,15.633413667065026,-5.359941130257815,20 days 06:39:00,12 days 15:45:00,14.666531773404477,61.102005994152975,1.744448617901557,2.132481342835528,1.047630828042581,2.485252362442082,0.0006000000000000001
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10043.28009348738,0.43280093487378624,46.85326372419467,8.058217171402255,9.049097193790832,3.1800524402431254,217 days 22:15:00,9,9,0,0.0,55.55555555555556,49.351272697366134,-40.01731203822445,12.153056831441726,-12.771994707028044,19 days 16:21:00,18 days 23:00:00,1.1668345005883958,4.808899276375399,0.19278563552800815,0.15300300791608043,1.0043018668735937,0.2694742116710591,0.0007000000000000001
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10284.748530762878,2.847485307628773,46.85326372419467,8.04614140654567,10.351518909352349,1.0895619278682374,227 days 21:00:00,10,10,0,0.0,60.0,55.7912253414279,-5.751120754157647,11.161571773804495,-2.4944208220854596,12 days 03:27:29.999999999,4 days 02:11:15,6.668635009770005,28.474853076287726,1.6377403794149124,2.942378458974832,1.0508373043200814,2.3438472082620887,0.0008
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10428.544685817222,4.285446858172214,46.85326372419467,8.046141406545672,14.562746312488986,1.0895619278682298,152 days 19:15:00,14,14,0,0.0,57.14285714285714,55.79122534142793,-5.751120754157647,12.35766891781666,-2.2895757662630074,8 days 22:22:30,2 days 20:19:59.999999999,7.154444983585955,30.6103347012301,2.209129311633969,4.4321184851210775,1.0690337814222393,3.149728088698999,0.0009000000000000001
2024-09-01 01:00:00+02:00,2025-07-22 19:00:00+02:00,324 days 18:15:00,10000.0,10248.411777326708,2.4841177732670765,46.85326372419467,7.933754729888785,20.40803071207155,2.1028125327257894,155 days 02:15:00,20,20,0,0.0,35.0,58.766529754791144,-28.5805597880149,15.141752559406848,-4.257399775784664,10 days 17:51:25.714285714,5 days 02:11:32.307692307,1.8835763357284023,12.420588866335395,1.049702075468709,1.329733072396905,1.0257968775936392,1.4745522304424352,0.001
